username,product_name,review,rating
Nur,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Packing aman, admin fast respon, barang diterima dengan baik, fungsi normal",5
a***a,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"Pengiriman super cepat, diinfo nya PO tp ternyata tdk, barang langsung dikirim instant. Packaging rapih dan aman, kondisi kardus tidak penyok, unit lengkap, ada kartu gar...",5
Ni,Sony NP-FW50 Rechargeable Battery Pack,Barang bagus,5
N***i,Sony NP-FZ100 Battery,Barang oke,5
M***e,Sony PS5 Slim Console Digital Edition Sony Playstation 5,kirain PO ternyata lgsg dikirim pagi nya. terima kasih,5
Fitri,Sony Battery and Charger Kit with NP-BX1 Battery ACC-TRBX,Mantab pengiriman cepat dan aman barang sampe dengan aman langsung di pake 👍 pelayanan jg ramah dan gercep keren👍,5
Wayan,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,"Packing aman, barang memuaskan, pelayanan cepat. Recomended",5
R***d,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Barang lengkap sesuai dengan deskripsi, pengiriman aman dan cepat",5
toni,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,barang sesuai pesanan dan original sony indonesia,5
A***l,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"oke berfungsi, bisa digunakan. mantap. original",5
I***h,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,Berfungsi dengan baik di PC,5
Rudy,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"keren, cepat sekali proses nya. terima kasih",5
N***a,SONY ICD-UX570 Digital Voice Recorder with Built-in USB,dikemas dgn aman dan respon penjual cepat,5
W***u,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Barang original, response cepat plus dapat diskon, recomended seller",5
San,Sony Mdr 7506 Headphone Profesional / Sony Mdr-7506 / Sony 7056,"Official dengan totalitas mantap 👍 produknya asik, makin mudah bikin tone shape gitar, Terimakasih banyak 🙏",5
A***r,Sony Playstation 5 PS5 PlayStation Portal Remote Player,packing aman dan barang sesuai .,5
Ardi,Sony WH 1000XM5 PINK WH-1000XM5 WH1000XM5 noise cancelling headphones,"CS nya ok, headset juga ok, cuma PO nya mepet bgt sampe H-1 batal otomatis baru dikirim. Sebenarnya beli gegara kolaborasi sama LE SSERAFIM aja. Dapat free standee + vouc...",5
MUHAMMAD,Sony A6400 Kit 16-50mm / Sony Alpha A6400 / Sony Alpha 6400 Kit,Barang Aman & Rapih Tapi Ingat Cas dulu Baru di Pakai Karna Baterai Sedang Kosong🤣,5
Ery,Sony PS5 Slim Console Disc Edition Sony Playstation 5,barang original resmi sony indonesia jadi tenang,5
Z***i,Sony WI C100 Wireless In-Ear Headphones,recommend 👍,5
WAHYUDIN,Sony PS5 Slim Console Disc Edition Sony Playstation 5,mantap,5
Teguh,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"sudah diterima, komplit dan berfungsi baik, daftar garansinya gimana ya?",5
Justnemy,Sony E 55-210mm f/4.5-6.3 OSS Lens Black,"makasih, alhamdulillah pesanan lesan saya sudah datang, dan diterima dalam keadaan utuh, baik, dan berfungsi setelah dipasang di kamera. pakcing aman dan berlapis, pakai...",5
Sandra,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"So far oke dan berfungsi baik. Ga perlu yg lebih canggih, ini aja udah cukup banget buat dengerin lagi atau nonton film di hp. Pengiriman kilattt bgtttt gokill top!!",5
M***d,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,kualitas bagus,5
f***s,Sony Playstation 5 PS5 PlayStation Portal Remote Player,"Packing pakai dus tambahan dan bubble wrap yang lumayan tebal. Pengiriman cepat, Ps Portal nya bagus banget 😍",5
Randiansyah,SONY GP-VPT2BT Wireless Bluetooth Shooting Grip GP VPT2BT / GPVPT2BT,"barangnya bagus dan memuaskan,penjualnya merespon cepat",5
J***n,Sony WF-C510 Truly WF C510 Wireless Earphone WFC510 Ear-phone Bluetooth C510,"suara bagus, enak juga digunakan, tapi durabilitynya kurang, jatuh sekali tutupan casenya jadi agak ngangak ga bisa ditutup properly.",1
W***y,SONY Bravia HT-AN7 Theatre-U HT AN7 HTAN7 Wireless Neckband Speaker,Barang bagus dan Original. Packing super mantap. Pengiriman super cepat. Sangat Recommended.,5
W***u,Sony Playstation 5 PS5 PlayStation Portal Remote Player,"Josssssss, main ps5 bisa dari mana sajah. 
Tp trnyata yg d tipi juga ikutan nyala yah pas pakai portal ini, saya kira hnya ambil  link saja",5
willy,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"mantap, barang sesuai trmksh min.......",5
S***a,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"packing aman, sampainya cepat, lancar dipakainya..",5
Emirza,Sony Playstation 5 PS5 PlayStation Portal Remote Player,MANTAPPPP! SAMPE DIRUMAH SESUAI TANGGAL RILIS TOPPP,5
Deddy,SONY SRS NS7 / SRS-NS7 / SRSNS7 Wireless Neckband Speaker,mantap. instalasi dan connect gampang,5
Ridho,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Alhamdulillah udah sampai barangnya, semoga awet kameranya.",5
Y***o,Sony SRS-NB10 Wireless Neckband Speaker,"Cocok buat di pakai dengerin lagu santai, kalo buat lagu beat bass nya kurang. Seru buat nonton film, suaranya kayak deket banget, ya emang speakernya deket sih 😅",5
D***I,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"mantap suaranya, anc luar biasa bisa adaptif.
sedikit masalah jika di pakai sambil rebahan miring kanan atau kiri, sensor sentuhnya merespon walaupun kena bantal atau ben...",5
Hisyam,FC25 Game PS5 CD Playstation 5 FC 25 Standard Edition,Akhirnya sampe juga. Walaupun ada kendala salah kirim. seller fast respon+mau bantu.,5
meylyna,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Keren banget, kualitasnya mantap",5
meylyna,Sony Mdr 7506 Headphone Profesional / Sony Mdr-7506 / Sony 7056,Produknya bagus dan kualitasnya okay. Pengirimannya cepat. Mantap,5
meylyna,SONY INZONE H3 Wired Gaming Headset,"Keren banget, kualitasnya mantap",5
M***s,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"Packingan rapih walaupun kurang tebel , sampai dengan selamat tepat waktu dan ga ada masalah",5
Viktor,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,I recommend!,5
P***n,Sony WI C100 Wireless In-Ear Headphones,"barang original, semoga awet",5
Zikroy,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,"good one. tapi menurutku terlalu ngebas jadi suaranya kek mendem, loudnessnya kurang dan harus di adjust lewat EQ",5
B***s,Sony Playstation 5 PS5 Media Remote / PS5 Remote / Media Remote PS5,barang sesuai dgn gambar pengiriman cepat,5
Alwi,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Allhamdulilah mendarat dengan selamat.. pengiriman sat set sekali, the best emang kalo official store.. dapet bonus garansi jadi 2 tahun🤩

Bissmillah semoga job berdatan...",5
catur,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,mwntap,5
Zuhriatul,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,Lega banget karena paket mendarat dengan aman dan berfungsi dengan baik.,5
M,Sony PS5 Slim Disc Drive For PS5 Sony Playstation 5,miminya sabar dan ramah. request packingin super aman di ladenin. makasi mimin packingannya Alhamdulillah sampai dengan baik dan boxnya mulus tidak ada penyok🙏🙏🙏🥲🥲,5
Justnemy,Avangarde Premium Camera Cleaning Kit & Maintenance Kit 5 in 1 (ACL5S),"makasih, pesanan sudah diterima dg baik. maaf, terlambat ngasih reviewnya..",5
Mohammad,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"packing rapi, qualitas suara bagus, original dan expedisi ok",5
V***y,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,Okp,5
M***s,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Tiba dengan selamat dan berfungsi baik… semoga awet,5
M***s,FC25 Game PS5 CD Playstation 5 FC 25 Standard Edition,Tiba dengan baik dan sejauh ini berjalan lancar,5
A***a,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,"Barang yg dikirim utuh sesuai gambar, lengkap juga ada kartu garansi dan buku panduannya, paket cepat terkirim sesuai pilihan pengirimannya",5
n***i,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,Pengemasannya aman dan cepat. Thank you,5
Akhmad,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Udah sebulan lebih aman jaya,5
Melissa,Sony PS5 Slim Console Digital Edition Sony Playstation 5,sesuai pesanan,5
M***n,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Barang sesuai harapan.  Kualitas cukup baik..,5
Fauzia,Sony MDR EX15AP / Sony EX15AP / MDR EX15AP / EX15AP InEar Headset,bagus suaranya jernih,5
C***a,SONY HT-S20R Sistem Soundbar Home Cinema 5.1ch,Joooossssss suwara menggelegar. Mantap dah pokonya,5
Andika,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"barang ok, sesuai dengan pesanan",5
A***s,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Cepat dan rekomendasi seller thanks ya atas bantuannya,5
Arbiansyah,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"sound ok, bass cukup. buat dipake sehari2 enak bgt karena simple & ringan",5
Y***a,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"barang kedua termahal yang pernah aku beli di olshop 🥹. pengiriman cepet dengan instant, gada kendala, paket lengkap sssuai deskripsi. pilih beli langsung di sony offici...",5
A***a,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"pengiriman cepat, packing aman, barang sesuai deskripsi",5
F***o,PS5 PLAYSTATION5 PLAYSTATION 5 DUALSENSE EDGE WIRELESS CONTROLLER,Kualitas bgs. Meski secara harga overprice utk fitur yg sedikit,5
B***o,Sony PS5 Slim Disc Drive For PS5 Sony Playstation 5,Barang masih fully sealed.  Belum dites karena mesinnya belum ada.  Semoga lancar dan tidak ada kendala.,5
Clara,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Gercap semua 🙏,5
Akbar,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Respons cepat, barang asli, garansi indo. Nice.",5
Dimsum,Lexar 64GB Professional SDXC SILVER PLUS UHS-I Memory Card 205MB/s,Mantap barang original ajib pengiriman sangat cepat,5
Muhammad,Sony NP-FW50 Rechargeable Battery Pack,"sampainya cepat, battery berfungsi normal kita test di kamera",5
D***r,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,"kualitas suara nya Sony banget ini, kecil tp bass nya ok...",5
Frengky,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"mantappp terbaik, barang sempet kosong tapi diusahain barangnya. top admin

untuk barang oke banget berjalan lancarrrr, semoga awet terussss",5
Robin,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,"Barang ya sudah sampai, berfungsi dengan baik. Terima kasih",5
Robin,Lexar SD card 64Gb 800X SDXC Professional UHS-I Memory Card,"Barang ya sudah sampai, terimakasih banyak..",5
sonny,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Barang cepat sampai, garansi resmi SONY Indonesia dengan kondisi barang baru masih segel dan kondisi baik. pengiriman sampai dengan dilapisi box coklat sehingga dus utama...",5
Hardi,Lexar 128GB Professional SDXC SILVER PLUS UHS-I Memory Card 205MB/s,👍🏼👍🏼👍🏼👍🏼👍🏼,5
Listiyono,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,sebenernya urusan bass mah sony rajanya...tp sayang sparepart susah sekali klo rusak...seperti speaker saya Sony MHC V7D itu power supply nya rusak gara2 kemasukan cicak,5
Stefen,Avangarde Profesional Lens Cleaning Pen,"sesuai deskripsi, pelayanan baik, recommended",5
S***y,SONY HT-AN7 Theatre-U HT AN7 HTAN7 Wireless Neckband Speaker,"Respons seller cepat & ramah. Pengiriman barang cepat & sesuai pesanan. Barang dikemas & diterima, berfungsi dengan baik.",5
h***h,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"packing aman, pengiriman cepat, dari beli hingga barang sampe hanya 2 hari.. ciamik..",5
aditya,Sony PS5 Slim Console Disc Edition Sony Playstation 5,mantap mantap mantap,5
Bayu,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,Barang Original. Packing Rapi. Pengiriman Cepat. 👍🏼,5
achmad,Sony PS5 Slim Console Digital Edition Sony Playstation 5,fast respond.cepet sampai.barang lengkap.aman,5
Wisely,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"Pengiriman cepat, packing aman, semua berfungsi dengan baik",5
Rani,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,packaging aman pengiriman cepat. Sony memang bagus suaranya,5
G***G,Sony Playstation 5 PS5 DualSense Charging Station / Charging Stick PS5,"order Minggu, Selasa dh nyampe..satset satset aseli Flash Gordon kali bah..packing aman, notice diberi label Fragile ✅ ...isi lengkap, aman, sesuai pesanan..dh kesekian k...",5
G***G,PS5 PLAYSTATION5 PLAYSTATION 5 DUALSENSE EDGE WIRELESS CONTROLLER,"order Minggu, Selasa dh nyampe..satset satset aseli Flash Gordon kali bah..packing aman, notice diberi label Fragile ✅ ...isi lengkap, aman, sesuai pesanan..dh kesekian k...",5
Hendri,Sony NP-FW50 Rechargeable Battery Pack,"Terima kasih, harusnya original karena beli di official store.",5
Gianno,Sony Playstation 5 PS5 DualSense Charging Station / Charging Stick PS5,"Barangnya sampai dalam keadaan yang baik, dan packaging nya pun rapih.",5
Aliefido,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,barang cepat sampai. terjamin ori. kemasan bubblewarp cukup tebal sehingga sampai dengan baik,5
Lukman,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"Barang original, pengiriman kilat, terima kasih untuk servisnya.",5
T***i,Sony MDR ZX110AP / Sony ZX110AP / ZX110AP / Extra Bass Headset,mMantap kalau Sony... semua detail suara terdengar... mantapp,5
Teddy,Sony Playstation 5 PS5 DualSense Charging Station / Charging Stick PS5,Barang bagus sesuai diskripsi,5
Muhammad,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,kerenn bang kata yang punya kamera,5
J***y,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"gercep Poll servicenya, barang kondisinya oke semua, bubble warp, dan ada pengaman 2 lapis lg... tq Sony center 🫰🫰🫰",5
S***y,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Original krn dari official store Sony, pengiriman cepat, admin responsive, pokoknya recommended👍👍",5
Ray,Sony PS5 Slim Console Digital Edition Sony Playstation 5,Seller fast response & barang original sudah pasti dr sony nya langsung. Mantap!!!,5
A***i,Sony Inzone H5 WH G500 WHG500 WH-G500 Inzone Wired and Wireless Gaming Headset,"Pengiriman on time, packaging aman..kualitas barang bagus sesuai deskripsi, dipakai di PC dan Playstation 5 hasilnya bagus, harga bersaing, resmi Sony.
Terima kasih Sony...",5
Ayu,Sony WI C100 Wireless In-Ear Headphones,kualitas gak diragukan Sony mantel.ukuran pas di kuping.Auara jernih g kresek2.garansi terjamin.gak nyesel deh Sony harga murah kualitas wahid👍👍,5
imam,Sony SEL PZ 18-105MM F4 G OSS Lensa Kamera,terbungkus rapi aman barang ori mantap semoga awet,5
T***i,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Nasib atau apes ternyata beli garansi resmi bermasalah juga ne PS5 Slim Disc. Pakek seminggu blm pernah masukin Disc, sekali masukin disc malah gak mau masuk discnya. Pad...",2
Naufal,Sony Playstation 5 PS5 DualSense Charging Station / Charging Stick PS5,💯 Original,5
R***o,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Barang Sesuai, Pengiriman cepat, Respon penjual baik",5
Abdul,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,"Salah satu memori card terbaik Dunia (Sony Tough) Seri M V60 SDXC II. 

Produk original, packingan bagus, rapi dijamin pesanan sampai dengan selamat.

Thanks to Sony Cent...",5
G***t,Sony Playstation 5 PS5 DualSense Charging Station / Charging Stick PS5,mantap,5
K***o,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,mantul n responsif,5
G***G,Sony PS5 Slim Vertical Stand for PS5 Console Sony Playstation 5,"telat review, tp nyampenya cepat kok, packing aman, dah dicoba pasang, fix cakep..yg penting aseli ORI..legit 👍🏻👍🏻👍🏻",5
G***G,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,"review nya telat, tp nyampenya cepat kok..packing aman, sesuai order, udah dicoba pake main, aman lancar jaya ga da kendala..yg penting aseli ORI lho ya..legit..thx 😊",5
Justnemy,Lexar SD card 64Gb 800X SDXC Professional UHS-I Memory Card,"alhamdulillah, akhirnya memori yang ditunggu² datang juga..beli kamera tapi lupa memorinya..langsung dipasang, dan alhamdulillah bisa digunakan..",5
Nur,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"respon cepat dan aktif, packing rapi, kualitas bagus. sangat sesuai deskripsi.",5
K***a,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,"Cameranya bagus banget, datang tepat waktu dan packingnya aman. Camera berfungsi dengan baik dan daftar garansinya gampang. Adminnya ramah pas di chat. Aku beli pas disko...",5
Taufiq,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"beli pas promo 9.9 harga sangat cucok dengan segala bonus wireless charger dan casing. pesanan sat set sekali. soal kualitas jangan diragukan lagi, one of the best tws at...",5
S***a,Sony WH CH720 Wireless Headphones / WH-CH720 / WHCH720 / Sony WH-CH720,Beli buat kado dan syukurlah doi suka. Sound ngga kalah terlalu jauh juga sama xm5 bahkan udah oke banget termasuk nooce cancelationnya. Cuka gaada smart gesture aja sama...,5
Dede,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,keren and mantabs!.. trims seller semoga makin ok!!,5
J***T,Sony PS5 Slim Console Digital Edition Sony Playstation 5,mantap barang cepat sampai,5
B***a,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"Packing aman, pengiriman via ojol juga aman. 3 hari dicoba sejauh ini aman, mantap experience nya👍",5
Justnemy,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"bismillah, ini ada kamera profesional perdana yang saya beli. terima kasih, pesanan sudah diterima dalam keadaan baik, semoga awet dan berfungsi dg baik. sudah dicoba², c...",5
j***a,Sony E 50mm f/1.8 OSS Lens Black,"lensa ga ada masalah walaupun boxnya agak burik, pengiriman pake jnt cukup lama dan seller baik responsif🖤",4
apa,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"mantap lah. emg de best. dapat harga 8,8 jt. pengiriman juga cepat jne the best",5
Irma,Sony PS5 Slim Console Digital Edition Sony Playstation 5,barang oke... packing aman... admin ramah... pengiriman cepat meskipun sempat salah alamat kirim... recomended bgt deh... mksh ya...,5
Kristiawan,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,Produk sdh terima dan berfungsi dgn baik.,5
Y***s,Sony HVL-F60RM2 Wireless Radio Flash,Barang sesuai deskripsi. Pengiriman cepat dan bisa minta faktur pajak.,5
M,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,"Upgrade dari a6000 dengan budget, a6400 sudah cukup untuk photo-photo family… Nice product… Excellent buat saya…",5
A***r,Sony ICD-PX470 Digital Voice Recorder Black,Sip mamtap,5
A***a,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"Packing aman dan rapih, pengiriman cepat, dan kualitas barang tidak diragukan lagi,👌",5
d***i,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"Barangnya sudah sampai, pengiriman cepat paketannya komplit, dan berfungsi dengan baik, semoga awet",5
Nugy,SONY MHC V13D / MHC V13D / V13D High Power Audio System BLUETOOTH,lespeker nya aman tidak ada kendala apapun sudah saya tes berfungsi dengan baik untuk suara di lespeker sony MHC V13 lumayan bagus,5
S***l,ASTRO BOT PS5 Playstation 5 Game PS 5,Suka dengan gamenya dan dapat bonus keychain,5
Achmad,Sony WI C100 Wireless In-Ear Headphones,pengiriman cepat. kualitas audio oke sesuai merek. cuma bagian neckband nya agak kurang kaku jadi agak kurang nyangkut.,5
Hezron,ASTRO BOT PS5 Playstation 5 Game PS 5,"Pelayanan toko baik dan cepat. Sesuai lah janjinya 2 jam barang tiba.

Game ga usah ditanya, super seru. Dapat poster juga, sayang ga dapat keychainnya",5
G***G,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"nyampe juga, aman..dh unboxing, isi lengkap, sesuai, bundle 2 DS, coba dites main, josss..",5
Ricky,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,"Kualitas suara bagus, barang berfungsi dengan baik, dan fitur2nya juga menarik",5
Cryincorporated,Sony 64GB SF-G Tough Series UHS-II SDXC Memory Card,"Memory sudah ditest, kapasitas real terbaca di PC 58,6GB. works",5
Cryincorporated,SONY MRW-G2 Card Reader,"Mantap, sudah dicoba dan works, thanks",5
T***o,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,barang bagus ori aman dan pengiriman baik. all good,5
Febri,Sony WH CH720 Wireless Headphones / WH-CH720 / WHCH720 / Sony WH-CH720,oke,5
Michael,Sony SRS XG300 X-Series Portable Wireless Speaker / XG-300 / XG 300,"Kwalitas speaker tak perlu diragukan, bass mantabs..packing aman.",5
Eman,SONY BC-QZ1 Charger for FZ100,Mantap semua,5
Eman,Sony FE 85mm f/1.4 GM,Mantap semua,5
Eman,Sony A7IV Sony a74 Sony A7 IV a7m4 Mirrorless Camera (Body Only),Mantap semua pokoknya 👍🏻👍🏻👍🏻,5
hendri,Sony MDR EX15AP / Sony EX15AP / MDR EX15AP / EX15AP InEar Headset,berfungsi dengan baik,5
E***n,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Sesuai dengan deskripsi, bagus suara jernih",5
Lingga,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,"Alhamdulillah, mantap. Awalnya ragu beli, pas yakin beli, barang udah sampai, nggak kecewa.",5
Krisna,SONY BRAVIA 3 K-55S30 K55S30 55 Inc 4K Ultra HD Google TV Sony Smart TV,Mantaappp….pelayanan dan barang terbaik….,5
R***l,Sony PULSE Elite wireless headset,"Barang berfungsi dengan baik, sangat saya sekali boxnya ngga dalam kondisi bagus.. saat diterima ini sudah terlepas.",4
B***o,Lexar 256GB Professional SDXC SILVER PLUS UHS-I Memory Card 205MB/s,"cocok buat kamera, sudah dicoba dan aman",5
B***o,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"semua fitur berfungsi baik, packing juga aman",5
A***a,Sony SRS ULT10 ULT FIELD 1 Bluetooth Speaker / SRS-ULT10 XBM / SRS ULT10 XBM,Bagus banget ****** 😎🤘🤘Thanks a lot Sony Indonesia !! You’re The Best !!,5
G***G,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,"cepat nyampenya.. packing aman..masih segel..masih dicas dl, blom dicoba si..👍🏻👍🏻👍🏻",5
Surya,Playstation DualSense Wireless Controller Astro Bot Stik PS5 / Stik Wireless PS5 / Stick PS5,Mantaapssss limited editionnya,5
Y***n,SONY a7c / a7c / a7c Sony Kamera Mirrorless Body Only,barang aman sampai tujuan,5
Olando,Jupio Tri-Charge for Sony NP-FZ100,"Charger idaman. Bisa fast charging, charging 3 batre sekaligus, ada slot memory card untuk semua jenis MC. Dari mini sd card sampe CR Express type A. Bisa dipakai sebagai...",5
R***a,Playstation DualSense Wireless Controller Astro Bot Stik PS5 / Stik Wireless PS5 / Stick PS5,"gak sampe 2 jam di posting langsung soldout, untung masih kebagian 👍
Kirain 2 mata birunya bisa berkedip ternyata nggak ya 😃",5
A***n,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"barang orgininal
untuk produk sony tidak perlu diragukan kualitasnya",5
Yudi,ASTRO BOT PS5 Playstation 5 Game PS 5,"barang bagus, pengiriman cepat, seller komunikatif",5
F***l,Playstation DualSense Wireless Controller Astro Bot Stik PS5 / Stik Wireless PS5 / Stick PS5,"akhirnya sampe juga, thx bgt. mulus sesuai request👍",5
A***y,ASTRO BOT PS5 Playstation 5 Game PS 5,Terima kasih banyak. Anak saya langsung joget2 😅.. rebutan sama bapaknya main Wukong ini sih 🥲.. Keychainnya juga bagus 👍,5
Helmut,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"packingnya bagus, produknya oke, rekomen sih",5
Yudha,SONY FE 24-70mm f/2.8 GM II Lensa Full-Frame E-Mount / SEL2470GMII,Hasil fotonya Mantab Betullll. Harga = Kualitas,5
A***h,DualSense Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,👍👍Top seller.,5
F***d,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,Dapat harga promo. Packing mantap. Siap ngekonten,5
Fly,Sony Lens FE 24-50mm f2.8G  2450mm f2.8 2450mmf2.8g Lensa Kamera Full Frame,"Proses cepat..
Qualitas sesuai harganya..",5
R***i,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,mantab kualitas ga diragukan real sony,5
F***i,PGYTECH CreateMate High-speed Card Reader Case,Cocok oke top mantap pas keren recomend,5
R***s,Sony MDR EX15AP / Sony EX15AP / MDR EX15AP / EX15AP InEar Headset,"mantul, murah, cepat sampai, kualitas Sony tidak diragukan",5
Rezki,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Terima kasih semua on the plan dan sangat memuaskan, Semoga berkah buat semua pembelinya aamiin. Semangat Seller and happy selling :)",5
Donny,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,"Alhamdulillaah produk sudah diterima dengan baik. Ini produk unggulan yg pernah saya beli dengan kualitas terbaik, fungsi maksimal, harga terjangkau dengan dukungan pengi...",5
A***i,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,unbelivelble experience product,5
Anen,Sony SRS ULT10 ULT FIELD 1 Bluetooth Speaker / SRS-ULT10 XBM / SRS ULT10 XBM,"sejauh ini semua ok, tanpa masalah tanpa ribet",5
daniel,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Barangnya bagus, ditambah dapat potongan harga dr toped. Mantap. Cuma saran sedikit pengiriman instan mungkin lebih baik menggunakan goodie bag atau plastik yg bukan tran...",5
Riko,Sony ACCTRDCX Travel DC Charger Kit,barang original sesuai deksripsi,5
Reza,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"kualitas nya oke, suara mantap, microphonenya jg terbaik, budnya nyaman di kuping",5
Harry,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,Engga salah pilih tws ini terbaik,5
Albert,Sony Bravia X90L 55'' Inch / 55X90L 4K Ultra HD High Dynamic Range,"puas bgt dgn produknya, sellernya ramah dan responsif.",5
