username,product_name,review,rating
F***a,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Barang sesuai pesanan, berfungsi baik walau awalnya terkendala dalam menghubungkan dengan iphone. Terima kasih",5
Sponge,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"barang sesuai dgn ekspetasi bagus
suara bagus
sesuai dgn app sony",5
Susanto,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"Sesuai deskripsi, datang tepat waktu dan barang berfungsi dengan baik.",5
D***n,Sony PS5 Slim Console Disc Edition Bundle Genshin Impact Sony Playstation 5,Barang sesuai dan lengkap. Pelayanan ramah dan cepat. Dan yang pastinya original. Thanks gan,5
Cyril,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,Perfect,5
Wiwit,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Barang sampai dengan kondisi baik,5
Rachmayanto,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Proses cepat, dari pemesanan sampai pengiriman hanya sekitar dua jam dengan menggunakan Gosend. 
Packingnya keren, rapih dan kuat dijamin aman.
Kamera sejauh ini berfungs...",5
M***l,Sony PS5 Slim Console Disc Edition Sony Playstation 5,langsung dateng langsung bawa pulang dong. tq sony..,5
claudia,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,Keren dan bagus,5
A***d,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"kualitas bagus, proses pengiriman cepat. mantap",5
T***k,SONY HT-S100F Soundbar 2ch Bluetooth,"Produk ori dari Seller official, seller sangat baik respon pertanyaan dan membantu. Selamat sampai rumah, namun belum dipasang dan ditest karena furniture nya belum seles...",5
T***k,Sony Bravia X90L 55'' Inch / 55X90L 4K Ultra HD High Dynamic Range,"Produk ori dari Seller official, seller sangat baik respon pertanyaan dan membantu. Selamat sampai rumah, namun belum dipasang dan ditest karena furniture nya belum seles...",5
Mendy,Sony LinkBuds Truly Wireless Headphones,sudah langganan,5
F***s,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,mantap beli lgsg on the spot,5
m***n,Sony PULSE Elite wireless headset,"langsung pakai dan test semua aman connect ps5 and mac bersamaan bisa, microphone and sound mantap , barang sampai masih segel 😁. so far tidak ada problem disconnect sep...",5
Andriyansyah,Sony HDR-CX405 Black,Barang sesuai pesanan dan berfungsi dengan baik,5
S***i,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Nyaman di telinga, suaranya bening ❤️cocok bgt buat dengerin lagu, nonton film,
Blm coba buat vcall.",5
abi,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"sangat bagus kualitas Sony memang good wlwpn overall bahan plastik tp ga cheapy, easy pair, untuk bass balance ga yg boomy tp cukup punchy...",5
Arsie,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"barang sudah terima, ok, lengkap, harga juga bagus",5
Maulana,Sony PS5 Slim Console Disc Edition Bundle Genshin Impact Sony Playstation 5,selamat sampai tujuan dalam waktu 3 hari kena harga 9.35,5
F***z,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Beli di sony center gandaria city dan pakai fitur pickup di toko, barang dan pelayanan bagus 👍",5
I***m,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"admin fast response, kualitas barang oke, suara mantap",5
Devie,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Barang original garansi sony resmi indonesia, pengiriman instant",5
E***Y,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Paket sudah diterima dengan baik. Gak diragukan lagi kalo sony mah. Terima kasih seller,5
Tchanz,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"sebelum beli ini udah nontonin review2 di youtube tentang perbandingan produk ini dan yang lainnya sampe ke comment2nya. secara cmn orang awam bukan audiophile, yang ada...",5
Salomo,Sony E 50mm f/1.8 OSS Lens Black,"Produk sesuai pesanan, packing baik, thanks...",5
B***g,Sony MDR ZX110AP / Sony ZX110AP / ZX110AP / Extra Bass Headset,"barangnya sesuai dengan yg ditawarkan, packing nya bagus",5
Arie,Sony ZV1F Sony ZV-1F Sony ZV 1F Vlogging Camera,"sesuai deskripsi, semoga awet dan tanpa masalah 🥰",5
I***a,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"Pengiriman cepat, barang aman sampai tujuan, kualitas suara sudah pasti ok👍👍👍",5
R***y,SONY SRS NS7 / SRS-NS7 / SRSNS7 Wireless Neckband Speaker,"suara bagus.... very rekomend buat yg males pake headphones,bisa terima telp juga",5
Aditya,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"okkkk baaagguss, pengiirimmann cepppaatt",5
Z***i,Sony MDR EX15AP / Sony EX15AP / MDR EX15AP / EX15AP InEar Headset,"barangnya berfungsi baik, dan semoga awet",5
M***d,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Keren cepat sampenya,5
Imran,DualSense Wireless Controller PS5 / Stik Wireless PS / Stick PS5,Mantapppp,5
Awan,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,"original sony, bnib, awalnya baterai dikira tidak bisa full tp ternyata posisi saat masuk case nya tidak tepat, mungkin nnti saat QC terakhir ada proses digital nya juga...",5
s***a,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Barang Original Pengiriman cepat,5
D***i,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Pelayanannya sangat bagus, barang yang diterima juga oke.",5
DYW,Sony PS5 Slim Console Covers disc edition Sony Playstation 5,mantap.... harga ga boong,5
B***i,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,"respon seller cepat dan ramah, pengiriman cepat, packing aman, barang diterima dalam keadaan baik. 
Terimakasih.",5
Surya,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,tidak dapat wireless frew charging,1
Jacks,Sony SRS XG300 X-Series Portable Wireless Speaker / XG-300 / XG 300,barang sesuai pesanan dan mantaplah pokoke si sony,5
Karmani,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,sangat oke,5
F***a,"SONY Bravia X75K 65 Inch 4K HDR TV,Smart TV KD 65X75K","barang original, respon penjual via chat menanyakan pengiriman sangat cepat dan pengantaran sangat cepat untuk kurir toko. Sesuai dgn janji utk pengiriman sampai di hari...",5
M***a,SONY HT-S100F Soundbar 2ch Bluetooth,Mantab bgt suaranya dengan harga segini.,5
Y***e,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,pengiriman cepet banget... kalo suara ga ragu lagi kalo sony mah...,5
Arysutha,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Buat kualitas audio Sony nggak kaleng-kaleng lah, recommended. Seller juga responsif & pengiriman cepat",5
l***l,Sony HDR-CX405 Black,sangat puas,5
Bayu,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,"Fungsi kualitas harga produk sesuai deskripsi, respon dan pengiriman cepat",5
Handy,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,barang sesuai dan mantap. packing bagus. pengiriman cepat. internasional dah..,5
N***h,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,kualitas bagus tidak usah diragukan lagi,5
Gandhi,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Nyaman dipake lama. Suara bagus. Latency nya ga berasa buat nonton video.,5
Ahmad,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"GOOD !! GARANSI LAMA. SPEK BEST, KUALITAS JANGAN DI TANYA, SECARA.. SONY .. 😁
PENGIRIMAN SUPER CEPAT
ADMIN GAK BANYAK BASA-BASI, GASSS !!! 😎

OVERALL.. BEST !!!! ❤️❤️😘...",5
R***t,Sony PS5 Slim Console Digital Edition Sony Playstation 5,barang diterima dengan aman,5
Abi,Sony Bravia X80L 55'' Inch / 55X80L 4K Ultra HD High Dynamic Range,oke banget udah dipasang,5
A***a,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"mantab, berfungsi aman. kualitas suara gausah diragukan lagi. Bonusnya jg berfungsi",5
selly,SONY WH-ULT900 N Wireless Headphone Wear Noise Cancelling WHULT900N ULT-900,"Packing aman, pengiriman sangat cepat. Barang diterima dengan selamat. Terima kasih seller.",5
G***n,Sony WH CH720 Wireless Headphones / WH-CH720 / WHCH720 / Sony WH-CH720,Terima kasih. Barang sudah diterima dalam kondisi baik.,5
G***h,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Barang kualitas bagus, dikirim sesuai dengan gambar dan deskripsi.",5
Rini,Sony WI C100 Wireless In-Ear Headphones,"suaranya bagus banget. featurenya juga keren pakai appnya. sudah bisa deteksi suara yang sesuai dengan telinga kita.
proses pembelian dan pengantaran juga cepat.",5
A***a,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"barang sudah di terima dengan baik, Semoga awet, terima kasih",5
Gina,Sony SRS XG300 X-Series Portable Wireless Speaker / XG-300 / XG 300,bagus bgt suara dan pelayanannya CS Kokas.,5
ane,Sony A6400 Kit 16-50mm / Sony Alpha A6400 / Sony Alpha 6400 Kit,"Rapi, cepat respon, baik banget pokoknya…puas",5
Yayansetiawan,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"👍👍👍pengiriman cepat kualitas suara 👍  . Trimaksih kak  , sukses terus",5
A***o,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"barang original , cepat sampai terus seller fast respon",5
P***i,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,Sudah terpakai dengan baik.,5
Mahardiko,PlayStation 5 PS5 The Last of Us Part II Remastered,kemasan baik,5
D***n,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,produk sesuai deskripsi dan bekerja dengan baik. cuman ini saking canggihnya fitur ANC nya kadang suka bikin kurang nyaman si telinga. karena tiba tiba suka kedap. bagus...,4
I***m,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,"Kualitas terbaik untuk yang terbaik, kualitas no. 1",5
Mahreza,Sony PULSE Elite wireless headset,"mantap, dapat diskon 200k beli saat live. terima kasih.",5
H***g,SONY WH-ULT900 N Wireless Headphone Wear Noise Cancelling WHULT900N ULT-900,"mantap produknya,seller jg ramah,pengiriman juga cepat",5
J***r,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,barang bagus,5
Nurindra,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,"kualitas produk bagus sesuai harga
terima kasih mas putra di sony center gancit utk bantuannya",5
A***I,Sony MDR EX15AP / Sony EX15AP / MDR EX15AP / EX15AP InEar Headset,"sudah ke empat x beli di toko ini, barang bagus, suaranya bagus, ramah dan cepat layanan tokonya. thanks seller, kurir and toped",5
D***u,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Bagus banget kameranya, puas dengan packing sama nya yang rapi",5
Andrie,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"sangat baik, terima kasih Sony Official Center",5
M,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Dapet harga 9 jt, tokopedia baik bangeeett, semoga panjang umur sehat selalu tokopedia, sellernya juga komunikatif, semoga makin laris, tonton reviewnya di tkt0k alimurta...",5
G***l,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"Packing aman, rapi, sampai tujuan sesuai estimasi. Kualitas barang, suara oke meski produk lain dengan harga jauh dibawahnya, ada yg setara.",5
Deci,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"produknya Bagus, pasti Ori, berfungsi normal, suara juga oke, tinggal konek ke app untuk Equalizer, dll ya... 😍",5
Taufik,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Toko langganan selalu memberikan yang terbaik sangat proffesional servicenya terima kasih, barangnya top markotop, harga paling murah di kelasnya, rekomen bangetsss 👍🏼�...",5
Adiputra,Sony 64GB SF-M Tough Series UHS-II SDXC Memory Card / 64 GB SF M Tough,Mantapp,5
Stefanus,Sony NW-WS413 Walkman Ivory,"Beneran tahan air. Sudah diajak berenang aman2 saja. untuk music quality memang ga sebagus headphone darat, tapi baik vokal maupun intrumen (terutama beat) terdengar baik...",5
s***r,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,Bagus dan bisa custom equalizer jg . Sip,5
A***e,Sony PS5 Slim Console Digital Edition Sony Playstation 5,"yg terpenting adalah di segel, dan mendukung sony official Indonesia. thank you sony Indonesia",5
Wynne,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,Kalo official store ud pasti oke 👍,5
A***r,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Barang sesuai pesanan, kualitas suara sesuai ekspektasi & dapet bonus wireless charger. Mantap!",5
M***M,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,aman sampai tujuan cepet juga mantap lah sony indo,5
M***M,Doss Protection Extended Waranty Kamera & Lensa Value 10jt - 50jt,masih nunggu konfirmasi,5
T***o,Sony Playstation 5 PS5 Media Remote / PS5 Remote / Media Remote PS5,"berfungsi , garansi resmi 👍",5
Bakti,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,"Pengiriman cepat, sesuai dengan ekspektasi, barang oke orisinil, tapi pas mau register waranty via web, malah disuruh datang ke Service Center di Fatmawati bawa box dan i...",5
Ridho,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"mantap untuk kamera dan pengiriman nya,untuk packing nya lumayan aman meskipun sedikit ngeri tapi aman kok kamera nya,kelengkapan lengkap sesuai deksripsi ,berfungsi deng...",5
Abe,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Cakepp, penjual ramah, dapat free wireless charging, pengiriman cepat, barang berfungsi dengan baik, terima kasih ☺️🙏",5
C***a,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Bagus, gak mengecewakan, bener-bener good buy untuk di harga segini dapat merk Sony 👍 pairingnya juga cepet gampang. Suaranya juga bagusss. Warnanya aku juga gak salah p...",5
F***r,Sony PS5 Slim Console Disc Edition Sony Playstation 5,Proses cepat mudah sat set sat set jos par gan dos,5
M***i,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,sip item berfungsi dengan baik,5
M***i,Sony 35mm f/1.8 OSS Lens,semua berfungsi dengan baik,5
William,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,bass dan suara nya super jernih. sangat tidak menyesal apalagi dengan diskon,5
BENNI,Sony Bravia X90L 55'' Inch / 55X90L 4K Ultra HD High Dynamic Range,Resolusi gambar tajam 👍,5
Agustina,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,Barang bagus seller ramah,5
Oolz,SONY WF C500 / WF C500 / WFC500 / C500 Truly Wireless Headphones,thx...,5
Pusparini,Sony PS5 Slim Console Disc Edition Bundle Genshin Impact Sony Playstation 5,"barang sudah diterima, segel masih rapi, kartu garansi ada. dapat garansi 1 tahun. menyenangkan belanja di toko ini, stafnya responsif dan sangat membantu. recommended se...",5
Kelvin,Sony Playstation 5 PS5 Media Remote / PS5 Remote / Media Remote PS5,Ok,5
Paksi,Sony WH CH720 Wireless Headphones / WH-CH720 / WHCH720 / Sony WH-CH720,Sat set seller nya. Pesen dan langsung sampe di rumah kurang dari 3 jam. Barang juga dipacking dengan baik dan tidak ada cacat.,5
Billy,Sony Special Bundling WF C700N + WH CH520,"mantapp, walaupun keterangan dikirim random tapi tetep dilayani request warna.",5
A***r,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Kameranya bagus, cocok buat videografer ama buat vlogger 😄",5
C***a,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"service toko cepat, thank you for the bonus 👍🏻✨",5
M***y,Sony E 50mm f/1.8 OSS Lens Black,Sudah sampai barangnya beberapa minggu lalu. Adminnya ramah dan solutif sekali. Barangnya sudah dipakai juga untuk foto usaha seserahan saya hasilnya bagus meskipun harus...,5
Fred,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,Keren bass mantap  kualitas suara gausah di tanya mantep,5
Labiib,Avangarde AV-LED100 Video LED Light,"Paling worth it di cob kelas 100w menurut saya, tinggal dibeliin softbox udah enak banget buat jadi keylight",5
intan,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"Barang sampe dgn aman, kirain khusus apple (karna didus nya ada tulisan made for ipad/ipod), Alhamdulillah bisa buat hp android. Suaranya mantap,nyaman ditelinga. Sony ma...",5
F***i,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Seller fast response, barang ori sony indonesia. Trusted 👍🏼",5
Nivlac,Sony PS5 Slim Console Disc Edition Bundle Genshin Impact Sony Playstation 5,"Sangat Memuaskan Sekali Belanja di Sini, Semoga SONY INDONESIA semakin jaya",5
A***l,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,barang oke kualitas juga oke.,5
A***o,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,Lega karena packingnya aman dan rapi. Barang sampai tepat waktu dan aman.,5
Putu,Sony Mdr 7506 Headphone Profesional / Sony Mdr-7506 / Sony 7056,Produk sesuai foto. Mutu produk bagus. Pengiriman cepat.,5
B***n,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,-,3
Rbh,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,sangat cepat dan dpt produk wireless charger,5
Nugroho,Sony PS5 Slim Console Disc Edition Bundle Genshin Impact Sony Playstation 5,Cepat bsk lgs datang,5
A***e,Sony Bravia X85L 55'' Inch / 55X85L 4K Ultra HD High Dynamic Range,"Pengiriman tepat waktu, barang aman dan TV berfungsi dengan baik.",5
H***i,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,Mantap,5
F***r,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,"kualitas sangat bagus, suara bagus....semua sektor tidak ada yang terlalu maju ataupun mundur, bassnya termasuk enak. buat basshead jangan pilih tipe ini",5
C***a,SONY a7cII / a7c II / a7c2 Sony Kamera Mirrorless Kit 28-60mm,Produknya ok,5
A***e,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,mantappp barang sudah diterima pengiriman cepat respon penjual baik terimakasih Sony Indonesia semoga awet,5
D***o,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Quality nya bagus, sesuai expectation.",5
Frank,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,Good product,5
Y***i,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,Kualitas terbaik,5
ferdi,Sony PS5 Helldivers 2 Helldivers II,mantap,5
Y***a,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Thanks a lot! Packing aman, barang aman. Sipp",5
Aulia,SONY SRS-XB100 Extra Bass Bluetooth Speaker / SRS XB100 / SRSXB100,"lucuuuu, tdk menyesal pilih warna Orange, menyala speaker kuu 🔥🔥🔥. kualitas gak usah diragukan lah yaa 🫰🏻 sarangheo Sony",5
Varos,SONY WH-ULT900 N Wireless Headphone Wear Noise Cancelling WHULT900N ULT-900,"For the price this is the best in my opinion, amazing noise cancellation and also clear transparency gilaa keren bangett dah pokok nya ✨",5
Hery,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Suara jernih dan kualitas mantap,5
Indro,SONY WH-ULT900 N Wireless Headphone Wear Noise Cancelling WHULT900N ULT-900,"seller ultra responsive, pesen pagi, sore barang sudah datang. sayang banget warna yang dipilih tiba2 dibilang out of stock, either krn pesenan atau stock opnamenya kuran...",5
Henry,Sony 64GB SF-G Tough Series UHS-II SDXC Memory Card,"Barang sesuai pesanan , respon cepat dan ramah dari pelapaknya .",5
A***f,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,enak dipake gawe sambil ngopi juragannnnnnn,5
Samiaji,SONY WH 1000XM4 / WH1000XM4 / Wireless Noise Canceling Headphones,"packing bagus, tiba tepat waktu, barang dalam kondisi baik. kualitas sony xm4 gak usah diragukan.",5
Achmad,"SONY Bravia X75K 43 Inch 4K HDR TV,Smart TV KD 43X75K","TV ok, pengiriman ok",5
M***d,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"bener bener bagus, buat yang biasa make earphone/headset dibawah 100 harus nyobain ini sih suaranya jernih dan mic nya pun bagus. sony emang the best sih kalo ngomongin a...",5
A***a,Sony LinkBuds Truly Wireless Headphones,"cepat, kondisi bagus, berfungsi dengan baik",5
Mangiring,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"ada biaya parkir tidak memberitahukan ke pembeli. gppa sih, cuma kaget aja grab/gojeknya kasih tau.",3
B***n,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"Pengiriman nya cpt , barang bagus kualitas terbaik",5
Nadya,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Suaranya mantep banget,5
Brahma,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,bagus packing aman jos berfungsi dengan sempurna,5
G***v,Sony HT-A3000 250W 3.1-Channel Dolby Atmos Soundbar,Proses pesanan cepat,5
k***l,Sony Playstation 5 Console Digital Ver,"toko resmi pasti the best lah
mantul",5
Muslim,Bracket Bravia LCD LED TV Monitor Ukuran 40-65 inch,Mantap sekali gan.. barangnya kokoh.. tebal.. kuat,5
Richard,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"Very good headphones for this price! It has good sound characteristic, adequate bass for ballad or rock music, the treble sounds very crispy (in good ways) it's good...",5
S***h,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"Hati puas, terima kasih DOSSINDO.",5
Prasetya,DualSense™ Wireless Controller PS5 / Stik Wireless PS5 / Stick PS5,paket sesuai deskripsi tks,5
Prasetya,Sony PS5 Slim Console Disc Edition Sony Playstation 5,"paket sesuai deskripsi, sdh di tes jg ok, pengiriman jg cepat tks",5
M***d,SONY WF C700N / WF C700 / WFC700 / C700 Truly Wireless Headphones,"Kualitas barang ⭐️⭐️⭐️⭐️
Audio ⭐️⭐️⭐️⭐️
ANC ⭐️⭐️⭐️
Pelayanan ⭐️⭐️⭐️⭐️⭐️",5
M***e,Sony MDR EX155AP / Sony EX155AP / MDR EX155AP / EX155AP Headphone,"mantap 
pengiriman cepat
barang ok 
kualitas suara ok",5
T***y,Sony MDR ZX110AP / Sony ZX110AP / ZX110AP / Extra Bass Headset,"Tertipu deskripsi.
Manalah ada SONY harga segini kualitas EXTRABASS.",3
D***i,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"barang sesuai,kualitas baik,pengiriman cepat",5
Taufik,Sony PULSE Elite wireless headset,Mantabs langsung di pake terima kasih kirimnya juga cepet banget luar biasa 👍🏼👍🏼,5
Y***o,Sony Bravia X85L 55'' Inch / 55X85L 4K Ultra HD High Dynamic Range,"Barang sesuai diskripsi, original bergaransi. Sesuai ekspektasi utk produk sony..
Seller ramah dan cepat response-nya. 
Surprise pengiriman kurir toko lebih cepat dari yg...",5
E***o,Sony ACC BC-TRW Battery Charger,barangnya bagus. sesuai,5
Dony,Sony FE 16-35mm f/2.8 GM II Lensa Kamera,pelayanannya okk banget.. banyak bonus,5
Robby,SONY WH-ULT900 N Wireless Headphone Wear Noise Cancelling WHULT900N ULT-900,keren,5
G***t,Sony Bravia X80L 65'' Inch / 65X80L 4K Ultra HD High Dynamic Range,"Segel, pengiriman bisa dijadwalkan sesuai kebutuhan, produk paling ok untuk ukuran 65'",5
A***i,SONY WH XB910N / WH-XB910N / XB910N Wireless Headphones,Sesuai harapan 👍,5
Ana,Sony WI-OE610 WI OE610 WIOE610 Float Run Off-ear Wireless Headphone,"cepat sampai. ori. sound qualitynya bagus, smua fungsi baik, enteng banget. ok buat dipake outdoor.",5
Julian,Sony SRS-NB10 Wireless Neckband Speaker,"pairing gampang , suara ok 
pengiriman cepat",5
H***a,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Harga mantap, service mantap jiwa. Garansi ditambah",5
F***y,Sony LinkBuds S Truly Wireless Earbuds,sesuai kualitasnya,5
M***M,Sony A6400 Kit 16-50mm / Sony Alpha A6400 / Sony Alpha 6400 Kit,Respon penjual cepat. Barang aman dan lengkap. Hanya pengiriman dan pengantaran ekspedisinya agak lambat. Thanks,5
Pandu,Sony WF 1000XM5 / WF 1000XM5/ WF1000XM5 Headphone Noise Canceling,"fungsi normal cuma gak dpt kartu garansi, udh tanya adminnya langsung dua kali tp gk dijawab jg",3
Rama,Sony SEL PZ 18-105MM F4 G OSS Lensa Kamera,untuk produk dijamin ori dan responya cepat,5
Rama,Sony Alpha a6400 / Sony a6400 / a6400 Mirrorless Camera Body Only,untuk produk dijamin ori dan responya cepat,5
Edwin,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,"barang bagus, seller ramah banget dan dijelasin lengkap tentang produknya",5
RAKHMAT,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,Kualitas dari product sony memang tdk perlu diperdebatkan lagi... slalu pilihan no.1 tuk sya !!! • Packing : Rapi : • Kualitas Product : Top : • Pelayanan/Respon : Ok.....,5
G***a,Sony WI C100 Wireless In-Ear Headphones,packaging aman suara mantap 👍🏻👍🏻👍🏻,5
Azlanshah,Sony Playstation 5 Console Digital Ver,Service terbaik dan termurah di pasaran,5
s***a,Sony MDR ZX110AP / Sony ZX110AP / ZX110AP / Extra Bass Headset,deksripsi kurang lengkap. ternyata buat hp bukan PC jadi tidak cocok. salah beli barang akibat deksripsi tidak lengkap.,4
Agan,Sony WH 1000XM5 / WH-1000XM5 / WH1000XM5 noise-cancelling headphones,Best toko di tokped! Serba cepat.. Product the best ANC!,5
dersani,Sony ZV E10 Sony ZVE10 Mirrorless Camera Kit 16-50mm,"Sangat ramah,  dan baik",5
dinzet,SONY NW WS623 BM E,good,5
Yudha,Sony Mdr 7506 Headphone Profesional / Sony Mdr-7506 / Sony 7056,"packing bagus , barang 
original",5
didit,Sony PULSE Elite wireless headset,Pas banget buat PS5. Plannar Magnetic Drivers nya beneran bikin suaranya jadi lebih detail dan jelas. Cocok buat gaming,5
S***y,Sony WH CH520 Wireless Headphones / WH-CH520 / WHCH520 / Sony WH-CH520,buat kado jadi belum di coBa semoga bagus dan ga ada kendala,5
Mahesa,SONY a7c / a7c / a7c Sony Kamera Mirrorless Body Only,Barang mantap. Hitamnya bener-bener hitam. Keangkut juga ini kamera idaman. Dibantuin sama mbak sellernya di GI. Mantap.,5
